museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
UADBA-52588,TMR-3496,24,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,39,NA,-14.39512501,49.87086399,384.519562,male,[93],[13],17,12,15.2,80,abd. / scrot.,7,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Stachytarpheta of 0.4 m high which are abundant around",NA
UADBA-52589,TMR-3497,24,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,63,NA,-14.39517103,49.87064296,387.639404,male,172,90,16,13,16.5,82,scrotal,8,4,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Clidemia hirta of 0.4 m high which are abundant around",NA
UADBA-52590,TMR-3498,24,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,110,NA,-14.39512904,49.87026804,397.560364,male,156,80,16,12,11.2,74,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, under a clump of dead leaves of Aframomum",NA
UADBA not yet cataloged,TMR-3499,24,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,7,NA,-14.395396,49.87099098,371.196198,female,360,200,31,22,112,160,NA,NA,NA,NA,large,1,2,2,perf.,1,5,15,0,0,2,3,"savoka, in a clump of Aframomum about 1 to 2 m high",NA
UADBA not yet cataloged,TMR-3500,24,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,64,NA,-14.395238,49.87060198,387.185059,male,333,180,31,22,97,155,scrotal,24,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"savoka, in a clump of Clidemia hirta of 0.4 m high which are abundant around",NA
UADBA not yet cataloged,TMR-3501,24,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,107,NA,-14.39493902,49.87039201,390.307312,female,312,175,30,20,64,138,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,2,NA,"savoka, at the foot of vanilla plant",NA
UADBA not yet cataloged,TMR-3502,24,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Tomahawk,53,NA,-14.39526298,49.87067096,385.154022,female,352,198,31,21,104,155,NA,NA,NA,NA,large,1,2,2,perf.,2,2,22,0,0,2,NA,"savoka, in a clump of Clidemia hirta of 0.4 m high which are abundant",NA
UADBA not yet cataloged,TMR-3503,24,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Tomahawk,103,NA,-14.39468899,49.870578,397.091125,female,385,220,32,22,105,163,NA,NA,NA,NA,large,1,2,2,perf.,0,0,0,0,0,2,NA,"savoka, in a clump of Aframomum of 4 m high",NA
UADBA-52647,TMR-3504,25,10,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.68 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,6,1,-14.39462403,49.87111403,372.03595,male,108,35,12,12,11.5,73,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Stachytarpheta of 0.4 m high which are abundant around",NA
UADBA-52591,TMR-3505,25,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,37,NA,-14.39498797,49.87097103,383.629364,female,150,76,14,12,14.5,74,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,1,4,14,0,0,NA,NA,"savoka, in a clump of Aframomum of 2 m high",NA
UADBA-52592,TMR-3506,25,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,55,NA,-14.39540899,49.87055797,389.011383,female,136,66,15,10,8.7,68,NA,NA,NA,NA,small,0,0,0,imp.,0,0,0,0,0,NA,NA,"savoka, in a clump of Aframomum of 1.2 m high, some ferns around",NA
UADBA-52593,TMR-3507,25,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,67,NA,-14.394648,49.870995,383.903717,female,140,70,15,12,10.8,70,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,NA,NA,"savoka, in a clump of Aframomum of 1.2 m high which are abundant around",NA
UADBA-52594,TMR-3508,25,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,110,NA,-14.39512904,49.87026804,397.560364,female,160,80,16,12,12.5,78,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,NA,NA,"savoka, under a clump of dead leaves of Aframomum",NA
UADBA not yet cataloged,TMR-3509,25,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,90,NA,-14.39460701,49.87081303,393.119568,female,296,160,27,20,50,135,NA,NA,NA,NA,small,0,0,0,perf.,0,0,0,0,0,2,NA,"savoka, in a clump of dry ferns and Clidemia hirta of 0.2 m high",NA
UADBA-52648,TMR-3510,26,10,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.68 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,11,1,-14.39488303,49.87137504,372.61792,male,116,42,13,12,11.5,73,abdominal,6,5,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Aframomum of 1.5 m high, Aframomum is abundant around",NA
UADBA-52595,TMR-3511,26,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,7,NA,-14.395396,49.87099098,371.196198,female,145,73,15,11,11.2,72,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,0,0,0,NA,NA,"savoka, in a clump of Aframomum about 1 to 2 m high",NA
UADBA-52596,TMR-3512,26,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,82,NA,-14.39474599,49.87070499,383.961182,male,152,80,16,12,12,72,abd. / scrot.,5,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Aframomum of 3 m high and Clidemia hirta of 1.5 m high",NA
UADBA-52597,TMR-3513,26,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,90,NA,-14.39460701,49.87081303,393.119568,male,135,67,15,11,8.5,66,abdominal,5,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of dry ferns and Clidemia hirta of 0.2 m high",NA
UADBA-52598,TMR-3514,26,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,117,NA,-14.39482402,49.87040098,390.113434,male,151,77,16,11,10.8,74,abd. / scrot.,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of various herbaceous plants of 0.5 m high",NA
UADBA-52634,TMR-3515,27,10,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.73 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,9,2,-14.39535703,49.87019302,435.052856,male,83,34,7,6,1.8,49,abdominal,3,2,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Gramineae and herbaceous plants of 0.5 m high",NA
UADBA not yet cataloged,TMR-3516,27,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,8,NA,-14.395467,49.87093097,372.105988,female,216,120,23,12,24,98,NA,NA,NA,NA,small,0,0,0,imp.,0,0,0,0,0,1,NA,"savoka, in a clump of Gramineae and herbaceous plants of 0.5 m high",NA
UADBA-52649,TMR-3517,28,10,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.68 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,2,1,-14.394863,49.87133799,368.777649,male,109,35,12,12,11,75,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, near a rock in a clump of Stachytarpheta",NA
UADBA-52599,TMR-3518,28,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,16,NA,-14.39520196,49.87102199,380.444885,male,150,76,16,12,12.5,74,abd. / scrot.,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of Stachytarpheta of 0.4 m high, in an uncultivated dry rice field",NA
UADBA-52600,TMR-3519,28,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,87,NA,-14.39519802,49.87043501,393.254486,male,145,73,16,11,11,72,abd. / scrot.,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, near a clump of Clidemia hirta of 1 m high",NA
UADBA not yet cataloged,TMR-3520,28,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,121,NA,-14.39508403,49.87019001,398.990173,female,334,187,30,21,70,148,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,2,NA,"savoka, in a clump of Clidemia hirta and Aframomum of 3 m high",NA
FMNH not yet cataloged,TMR-3521,29,10,2021,1,Microgale longicaudata,Microgale prolixacaudata,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.68 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,11,1,-14.39488303,49.87137504,372.61792,male,166,110,13,12,4.2,56,abdominal,4,2,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savoka dominated by Clidemia hirta of 1 m high,NA
UADBA-52635,TMR-3522,29,10,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.68 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,2,1,-14.394863,49.87133799,368.777649,female,83,30,6,5,1.9,53,NA,NA,NA,NA,"large, no fur",0,0,3,NA,1,3,4,0,0,NA,NA,savoka dominated by Stachytarpheta and Clidemia hirta of 5 m high,NA
UADBA-52650,TMR-3523,29,10,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.73 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,1,2,-14.39581099,49.87061698,411.903381,male,100,32,11,12,7.5,67,abdominal,4,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savoka dominated by various herbaceous plants of 0.5 m high and Aframomum of 2 m high,NA
UADBA-52631,TMR-3524,29,10,2021,1,Suncus murinus,Suncus murinus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.73 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Pitfall,11,2,-14.39524798,49.87004399,436.508423,male,180,64,18,10,33,118,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savoka dominated by various herbaceous plants and Clidemia hirta of 1.5 m high,NA
UADBA-52601,TMR-3525,29,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,85,NA,-14.39505603,49.87051003,382.934692,male,145,73,15,11,11,72,abd. / scrot.,7,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, near a rock of 1.5 m high and in a clump of herbaceous plants of 0.5 m high",NA
UADBA-52602,TMR-3526,29,10,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,119,NA,-14.39496098,49.87029604,393.044861,female,147,73,15,11,14.7,73,NA,NA,NA,NA,large,1,2,2,perf.,0,0,0,0,0,NA,NA,"savoka, in a clump of various herbaceous plants of 0.5 m high",NA
UADBA not yet cataloged,TMR-3527,29,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Sherman,67,NA,-14.394648,49.870995,383.903717,female,345,195,30,20,97,150,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,3,1,20,0,0,2,NA,"savoka, in a clump of Aframomum of 1.2 m high which are abundant around",NA
UADBA not yet cataloged,TMR-3528,29,10,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.70 km NW Andatsakala,Andatsakala,Savoka,1,brushy_regrowth,Tomahawk,91,NA,-14.39464699,49.87072402,395.849915,male,370,210,31,20,99,160,scrotal,22,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"savoka, under a dead leaves of Aframomum",2 tubes ectoparasites
UADBA-52651,TMR-3529,2,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,7,3,-14.393213,49.872803,379.231903,female,89,30,11,10,4.3,58,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by various herbaceous plants, Gramineae, Aframomum, Clidemia hirta, Lantana camara",NA
UADBA-52652,TMR-3530,2,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,7,3,-14.393213,49.872803,379.231903,female,107,36,12,11,8.3,72,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by various herbaceous plants, Gramineae, Aframomum, Clidemia hirta, Lantana camara",NA
UADBA-52653,TMR-3531,2,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,2,4,-14.393796,49.872984,375.457703,male,119,38,12,12,13.5,80,abdominal,10,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 4 m high, Clidemia hirta, andcoffee tree",NA
UADBA-52671,TMR-3532,2,11,2021,1,Microgale parvula,Microgale parvula,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,7,4,-14.39357,49.87259,377.253082,female,107,54,9,8,2.9,53,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 4 m high and various herbaceous plants",NA
UADBA-52603,TMR-3533,2,11,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.47 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Sherman,29,NA,-14.393595,49.873702,362.612396,male,147,76,16,12,9.8,70,abdominal,8,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla, coffee, banana fields, at the foot of tree of 6 m high",NA
UADBA not yet cataloged,TMR-3534,2,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.47 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Tomahawk,103,NA,-14.393178,49.87338,363.636353,female,370,213,33,21,96,157,NA,NA,NA,NA,large,1,2,2,perf.,0,0,0,3,3,3,NA,"vanilla, coffee, banana fields, near a rock and coffee tree of 2.5 m high",NA
UADBA not yet cataloged,TMR-3535,3,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.47 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Sherman,51,NA,-14.393521,49.873549,351.704529,female,358,205,30,22,106,153,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,0,0,0,2,NA,"vanilla, coffee, banana fields, at the foot of coffee tree of 4 m high",NA
UADBA-52654,TMR-3536,3,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,9,3,-14.393297,49.872643,376.704956,female,117,39,13,11,13.8,75,NA,NA,NA,NA,"large, no fur",0,0,2,NA,1,1,17,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by various herbaceous plants, Gramineae, Aframomum, Clidemia hirta, Lantana camara",NA
UADBA-52655,TMR-3537,3,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,6,4,-14.39363,49.872682,377.264709,female,108,38,12,11,7.2,68,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 4 m high and various herbaceous plants",NA
UADBA-52656,TMR-3538,3,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,10,4,-14.393416,49.872416,383.811249,male,110,35,12,13,14,75,abdominal,10,8,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by sapling tree and few Aframomum",NA
UADBA-52657,TMR-3539,4,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,11,3,-14.393342,49.872467,376.45575,male,102,36,11,10,5.3,65,abdominal,4,2,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by various herbaceous plants and Lantana camara",NA
UADBA-52636,TMR-3540,4,11,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,7,4,-14.39357,49.87259,377.253082,female,81,33,7,6,1.3,48,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 4 m high and various herbaceous plants",NA
UADBA-52658,TMR-3541,5,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,4,3,-14.393088,49.873057,366.112701,male,112,40,12,11,8.5,73,abdominal,4,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 3.5 m high and various herbaceous plants",NA
UADBA-52637,TMR-3542,5,11,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,6,3,-14.393174,49.872868,377.311462,male,85,35,7,5,1.7,50,abdominal,2,2,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by various herbaceous plants, Gramineae, Aframomum, Clidemia hirta, Lantana camara",NA
UADBA not yet cataloged,TMR-3543,6,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.47 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Sherman,25,NA,-14.393394,49.873965,356.632446,female,363,197,31,21,102,155,NA,NA,NA,NA,large,1,2,2,perf.,1,3,14,0,0,2,NA,"vanilla, coffee, banana fields, in a clump of herbaceous plants of 0.5 m high",NA
UADBA-52638,TMR-3544,7,11,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,4,3,-14.393088,49.873057,366.112701,male,78,33,7,6,1.6,35,abdominal,2,1,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 3.5 m high and various herbaceous plants",NA
FMNH not yet cataloged,TMR-3545,7,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.55 km NW Andatsakala,Andatsakala,"Vanilla, coffee, banana fields",2,agriculture,Pitfall,7,4,-14.39357,49.87259,377.253082,female,107,32,12,12,6.7,75,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"savoka along a vanilla, coffee and banana fields, dominated by Aframomum of 4 m high and various herbaceous plants",NA
FMNH not yet cataloged,TMR-3546,11,11,2021,1,NA,Nesogale talazaci,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,9,6,-14.39650803,49.86713899,542.434448,female,258,142,24,17,36,115,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, lots of Cyathea tree of 2 to 3.5 m high and Gramineae",NA
FMNH not yet cataloged,TMR-3547,11,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,5,5,-14.39624903,49.86662401,530.134827,male,106,33,12,12,6.5,72,abdominal,4,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Aframomum of 2 m high and Clidemia hirta of 1.5 m high with few Pandanus tree",NA
UADBA not yet cataloged,TMR-3548,11,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.47 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,13,NA,-14.39546398,49.86726598,527.970154,male,337,190,31,20,84,147,abd. / scrot.,14,8,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"secondary/degraded lowland moist evergreen forest, on a decaying tree trunk about 15 cm diameter",NA
