museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
NA,LJR016,1,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,9,high,-14.46066,49.79187,281,female,111,37,9,10,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,LJR017,1,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,23,NA,-14.47105,49.80675,113,male,325,181,29,23,96,NA,NA,26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR018,1,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,88,NA,-14.47178,49.80688,122,male,244,143,26,17,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,ricefield and mixed crops,NA
NA,LJR019,1,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,41,NA,-14.47108,49.80655,113,female,228,117,24,18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ricefield and mixed crops,NA
NA,LJR020,1,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,34,NA,-14.47121,49.80684,116,male,362,209,29,23,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR021,1,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,42,NA,-14.46062,49.79218,261,female,233,127,22,18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,edge forest,NA
NA,LJR022,2,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Tomahawk,91,NA,-14.46018,49.79196,251,male,251,143,18,12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,edge forest,NA
NA,LJR023,2,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,22,NA,-14.47099,49.80688,113,male,338,162,36,25,143,NA,NA,38,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR024,2,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,63,NA,-14.47135,49.80658,118,male,207,109,25,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,ricefield and mixed crops,NA
NA,LJR025,2,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Tomahawk,49,NA,-14.47153,49.80714,117,female,361,194,33,26,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR026,3,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,4,high,-14.46107,49.79206,268,male,112,38,13,12,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,edge forest,NA
NA,LJR027,3,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,46,NA,-14.47138,49.8069,117,male,112,38,15,12,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR028,3,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Tomahawk,26,NA,-14.4712,49.80699,116,female,378,122,35,27,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,ricefield and mixed crops,NA
NA,LJR029,4,7,2018,3,Suncus murinus,Suncus murinus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Pitfall,7,low,-14.47085,49.80702,103,male,169,65,17,13,24,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,ricefield and mixed crops,NA
NA,LJR030,4,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,39,NA,-14.47149,49.80722,113,female,331,184,35,23,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR031,4,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,32,NA,-14.47108,49.80664,115,female,NA,NA,26,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,ricefield and mixed crops,NA
NA,LJR032,5,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Pitfall,2,low,-14.47072,49.80669,106,male,119,42,12,10,12.9,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR033,5,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,3,low,-14.46017,49.79295,238,female,115,41,12,9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,edge forest,NA
NA,LJR034,5,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Tomahawk,1,NA,-14.47087,49.80679,121,female,400,218,33,25,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,"pregnant, 10 embryos"
NA,LJR035,5,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Tomahawk,52,NA,-14.47123,49.80656,118,female,372,205,31,27,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,"pregnant, 6 embryos"
NA,LJR036,5,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Sherman,73,NA,-14.47143,49.80665,116,female,293,153,29,23,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,ricefield and mixed crops,NA
NA,LJR037,5,7,2018,3,Setifer setosus,Setifer setosus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Antanetybe,NA,flooded_rice,Pitfall,11,high,-14.47223,49.80676,137,male,245,23,27,16,249,NA,NA,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,ricefield and mixed crops,NA
NA,LJR038,7,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,22,NA,-14.46084,49.79226,272,female,268,145,26,23,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,edge forest,NA
NA,LJR039,7,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,90,NA,-14.46028,49.79279,246,male,203,111,24,19,21,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,edge forest,NA
NA,LJR040,8,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Tomahawk,76,NA,-14.45772,49.79122,278,male,395,226,31,24,143,NA,NA,38,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR041,8,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,87,NA,-14.457652,49.791365,287,female,268,149,24,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,disturbed forest,NA
NA,LJR042,8,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Pitfall,7,low,-14.45832,49.79147,251,male,108,40,11,14,11.4,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,disturbed forest,NA
NA,LJR043,8,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,99,NA,-14.46033,49.79269,235,male,188,102,27,19,20,NA,NA,7.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,edge forest,NA
NA,LJR044,9,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,11,high,-14.4605,49.7918,284,female,101,36,12,11,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,edge forest,NA
NA,LJR045,9,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,57,NA,-14.45781,49.79104,282,male,379,217,34,24,137,NA,NA,36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR046,9,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,78,NA,-14.46029,49.79255,251,female,367,206,28,23,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,LJR047,10,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Pitfall,3,low,-14.45857,49.79127,247,male,NA,NA,11,13,11.5,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR048,10,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,81,NA,-14.4579,49.79153,265,female,262,146,39,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,disturbed forest,NA
NA,LJR049,10,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,71,NA,-14.458,49.79146,264,male,384,216,34,27,154,NA,NA,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR050,11,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,45,NA,-14.45801,49.79109,285,female,267,153,30,19,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,disturbed forest,NA
NA,LJR051,11,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 002  ,trap 002",NA,-14.47608,49.8112,97,male,153,78,15,13,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR052,12,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 001  ,trap 001",NA,-14.47723,49.814,90,female,132,64,14,13,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,rural village,food storage room
NA,LJR053,12,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 003  ,trap 003",NA,-14.47804,49.81501,82,female,348,192,29,24,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,rural village,floor
NA,LJR054,12,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 003  ,trap 003",NA,-14.47804,49.81501,82,female,145,71,14,11,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,rural village,floor
NA,LJR055,12,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,54,NA,-14.45804,49.79128,263,female,191,104,24,20,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,disturbed forest,NA
NA,LJR056,12,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,11,NA,-14.46079,49.79202,279,male,331,197,30,25,86,NA,NA,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,edge forest,NA
NA,LJR057,12,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,85,NA,-14.45771,49.791391,279,male,294,174,29,24,57,NA,NA,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR058,13,7,2018,3,Suncus murinus,Suncus murinus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 001  ,trap 001",NA,-14.47723,49.814,90,male,166,60,17,13,24,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,rural village,floor
NA,LJR059,13,7,2018,3,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,8,high,-14.46071,49.79185,282,male,123,41,13,10,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,edge forest,dead in trap
NA,LJR060,13,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,26,NA,-14.45818,49.79111,274,male,285,161,31,29,59,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,disturbed forest,NA
NA,LJR061,13,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Sherman,6,NA,-14.46101,49.79245,260,male,401,223,34,26,159,NA,NA,34,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,edge forest,NA
NA,LJR062,13,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,54,NA,-14.45804,49.79128,263,male,328,184,26,24,86,NA,NA,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR063,13,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 002  ,trap 002",NA,-14.47608,49.8112,97,female,149,77,15,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,rural village,main house
NA,LJR064,17,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Tomahawk,71,NA,-14.458,49.79146,264,female,405,239,35,25,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,"pregnant, 7 embryos"
NA,LJR065,17,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,35,NA,-14.45803,49.79107,287,male,NA,NA,28,19,26,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,disturbed forest,NA
NA,LJR066,18,7,2018,3,Eliurus webbi,Eliurus webbi,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Beanamalao,NA,semi-intact_forest,Sherman,63,NA,-14.45796,49.79128,284,female,285,158,24,20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,disturbed forest,NA
NA,LJR067,18,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 003  ,trap 003",NA,-14.47804,49.81501,82,male,204,105,24,17,21,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,rural village,NA
NA,LJR068,19,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 002  ,trap 002",NA,-14.47608,49.8112,97,female,139,74,16,13,12.3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR069,19,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 004  ,trap 004",NA,-14.47758,49.81259,78,male,145,66,15,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,rural village,NA
NA,LJR070,19,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 013  ,trap 013",NA,-14.47612,49.8149,83,female,321,189,30,22,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,rural village,NA
NA,LJR071,19,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 007  ,trap 007",NA,-14.47704,49.81472,93,female,288,166,31,22,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR072,19,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 008  ,trap 008",NA,-14.47774,49.81477,86,female,357,204,30,24,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,"pregnant, 5 embryos"
NA,LJR073,19,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 013  ,trap 013",NA,-14.47612,49.8149,83,male,273,154,26,22,37,NA,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,rural village,NA
NA,LJR074,20,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 011  ,trap 011",NA,-14.47587,49.81452,82,male,NA,NA,32,23,94,NA,NA,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,"tail cut, healed"
NA,LJR075,20,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 012  ,trap 012",NA,-14.47594,49.81462,82,female,292,159,29,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,rural village,NA
NA,LJR076,20,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 005  ,trap 005",NA,-14.47705,49.81387,97,male,134,69,15,10,8.5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,rural village,NA
NA,LJR077,21,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 012  ,trap 012",NA,-14.47594,49.81462,82,male,306,170,29,21,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR078,21,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 009  ,trap 009",NA,-14.47782,49.81494,83,male,143,71,16,14,11.4,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR079,22,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Camp,NA,secondary_forest,Sherman,NA,NA,-14.46641,49.7987,139,female,361,200,29,22,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,seconday forest,NA
NA,LJR080,22,7,2018,3,Suncus murinus,Suncus murinus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 007  ,trap 007",NA,-14.47704,49.81472,93,male,168,65,18,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,NA
NA,LJR081,22,7,2018,3,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 004  ,trap 004",NA,-14.47758,49.81259,78,female,305,183,25,20,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,rural village,NA
NA,LJR082,23,7,2018,3,Mus musculus,Mus musculus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Mandena village,NA,village,Sherman,"house 013  ,trap 013",NA,-14.47612,49.8149,83,female,NA,NA,15,13,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,rural village,"pregnant, 7 embryos"
