ASV,best_id,best_id_dada,NCBI_id,final_id,n,ASV_number,Parasite
ASV_6192,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6192,Y
ASV_2352,unclassified_Tritrichomonadea,Tritrichomonas,,Tritrichomonas,1,2352,Y
ASV_632,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,15,632,Y
ASV_6338,Cutaneotrichosporon,Cutaneotrichosporon_jirovecii,,Cutaneotrichosporon,1,6338,M
ASV_6886,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6886,Y
ASV_3598,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3598,Y
ASV_3739,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3739,Y
ASV_3843,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3843,Y
ASV_6910,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6910,Y
ASV_2621,unclassified_Tritrichomonadea,Tritrichomonas,,Tritrichomonas,1,2621,Y
ASV_6937,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6937,Y
ASV_620,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,12,620,Y
ASV_3853,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3853,Y
ASV_64,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,22,64,Y
ASV_640,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,2,640,Y
ASV_4643,Tritrichomonas,Eukaryota,,Tritrichomonas,1,4643,Y
ASV_645,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,8,645,Y
ASV_6452,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,6452,Y
ASV_6214,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6214,Y
ASV_6479,Eimeria,Eimeria,,Eimeria,1,6479,Y
ASV_703,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,703,Y
ASV_5563,Tritrichomonas,Eukaryota,,Tritrichomonas,1,5563,Y
ASV_6491,Eimeria,Eimeria,,Eimeria,1,6491,Y
ASV_7270,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,7270,Y
ASV_651,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,3,651,Y
ASV_7273,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,7273,Y
ASV_5869,Tritrichomonas,Eukaryota,,Tritrichomonas,1,5869,Y
ASV_6282,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6282,Y
ASV_7253,Tritrichomonas,Eukaryota,,Tritrichomonas,1,7253,Y
ASV_6303,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6303,Y
ASV_7424,Tritrichomonas,Eukaryota,,Tritrichomonas,1,7424,Y
ASV_995,Tritrichomonas,Eukaryota,,Tritrichomonas,1,995,Y
ASV_3792,unclassified_Alveolata,Eimeria,Apicomplexa,Apicomplexa,1,3792,M
ASV_4707,unclassified_Archiacanthocephala,Moniliformis_moniliformis,Acanthocephala,Acanthocephala,1,4707,Y
ASV_659,Eimeria,Eimeria,,Eimeria,5,659,Y
ASV_66,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,27,66,Y
ASV_7446,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,7446,Y
ASV_6601,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,6601,Y
ASV_3144,unclassified_Chromadorea,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,3144,Y
ASV_3504,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,3504,Y
ASV_6617,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,6617,Y
ASV_4557,unclassified_Dikarya,Trichosporon,Eukaryota,Eukaryota,1,4557,N
ASV_3622,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,3622,Y
ASV_1177,unclassified_Hypocreales,Trichoderma,Trichoderma,Trichoderma,1,1177,N
ASV_6310,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6310,Y
ASV_1195,unclassified_Hypocreales,Trichoderma,,Trichoderma,1,1195,N
ASV_78,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,21,78,Y
ASV_6685,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,1,6685,Y
ASV_6687,Eimeria,Eimeria,,Eimeria,1,6687,Y
ASV_3384,unclassified_Hypotrichomonadea,Trichomitus_batrachorum,Trichomitus,Trichomitus,1,3384,Y
ASV_3969,unclassified_Hypotrichomonadea,Trichomitus_batrachorum,,Trichomitus,1,3969,Y
ASV_6311,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6311,Y
ASV_3970,unclassified_Hypotrichomonadea,Trichomitus_batrachorum,,Trichomitus,1,3970,Y
ASV_1607,Trichosporon,Trichosporon,,Trichosporon,4,1607,M
ASV_4549,unclassified_Litostomatea,Neobalantidium_coli,Balantoides_coli,Neobalantidium_coli,1,4549,Y
ASV_7819,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,7819,Y
ASV_2905,unclassified_Nematoda,Mammalia,,Eukaryota,1,2905,N
ASV_791,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,3,791,Y
ASV_678,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,4,678,Y
ASV_793,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,2,793,Y
ASV_8,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,180,8,Y
ASV_68,Eimeria,Eimeria_ferrisi,,Eimeria,37,68,Y
ASV_5600,unclassified_Nematoda,Mammalia,,Eukaryota,1,5600,N
ASV_1030,unclassified_Onygenaceae,Coccidioides,Onygenaceae,Onygenaceae,1,1030,N
ASV_681,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,10,681,Y
ASV_6829,Eimeria,Eimeria,,Eimeria,1,6829,Y
ASV_808,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,3,808,Y
ASV_2577,unclassified_Onygenaceae,Coccidioides,,Onygenaceae,1,2577,N
ASV_4791,unclassified_Onygenaceae,Coccidioides,,Onygenaceae,1,4791,N
ASV_6385,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6385,Y
ASV_6455,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6455,Y
ASV_6881,Eimeria,Eimeria_myoxi,,Eimeria,1,6881,Y
ASV_81,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,71,81,Y
ASV_6892,Eimeria,Eimeria,,Eimeria,1,6892,Y
ASV_856,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,9,856,Y
ASV_4601,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,4601,Y
ASV_860,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,9,860,Y
ASV_862,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,4,862,Y
ASV_692,Blastocystis,Blastocystis_sp._subtype_3,0,Blastocystis,3,692,Y
ASV_6923,Eimeria,Eimeria,,Eimeria,1,6923,Y
ASV_6658,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6658,Y
ASV_12960,unclassified_Opisthokonta,Eucestoda,Eucestoda,Eucestoda,1,12960,Y
ASV_895,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,11,895,Y
ASV_6938,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,1,6938,Y
ASV_6939,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,6939,Y
ASV_4514,unclassified_Parabasalia,Hypotrichomonas,,Hypotrichomonas,1,4514,Y
ASV_3658,unclassified_Tritrichomonadea,Tritrichomonas_muris,,Tritrichomonas,2,3658,Y
ASV_698,Eimeria,Eimeria,,Eimeria,6,698,Y
ASV_4672,unclassified_Parabasalia,Hypotrichomonas,,Hypotrichomonas,1,4672,Y
ASV_699,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,9,699,Y
ASV_7,Tritrichomonas,Tritrichomonas_muris,0,Tritrichomonas,159,7,Y
ASV_6747,unclassified_Parabasalia,Hypotrichomonas,,Hypotrichomonas,1,6747,Y
ASV_671,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,13,671,Y
ASV_1570,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,1,1570,Y
ASV_915,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,7,915,Y
ASV_630,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,630,Y
ASV_6616,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,6616,Y
ASV_5176,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,1,5176,Y
ASV_918,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,4,918,Y
ASV_5636,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,1,5636,Y
ASV_6844,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6844,Y
ASV_706,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,7,706,Y
ASV_6634,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,6634,Y
ASV_8054,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,1,8054,Y
ASV_9250,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,1,9250,Y
ASV_6929,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6929,Y
ASV_11800,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,11800,Y
ASV_71,Eimeria,Eimeria,,Eimeria,64,71,Y
ASV_7103,Eimeria,Eimeria,,Eimeria,1,7103,Y
ASV_1429,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,1429,Y
ASV_4603,unclassified_Tritrichomonadea,Tritrichomonas,,Tritrichomonas,1,4603,Y
ASV_7129,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,2,7129,Y
ASV_2169,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,2169,Y
ASV_7002,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7002,Y
ASV_7057,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7057,Y
ASV_7086,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7086,Y
ASV_7153,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7153,Y
ASV_719,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,5,719,Y
ASV_72,Tritrichomonas,Tritrichomonas_muris,0,Tritrichomonas,83,72,Y
ASV_2472,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,2472,Y
ASV_722,Eimeria,Eimeria,,Eimeria,3,722,Y
ASV_7229,Eimeria,Eimeria,,Eimeria,1,7229,Y
ASV_723,Eimeria,Eimeria,,Eimeria,8,723,Y
ASV_3282,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,3282,Y
ASV_921,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,921,Y
ASV_938,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,5,938,Y
ASV_96,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,93,96,Y
ASV_962,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,4,962,Y
ASV_4104,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,4104,Y
ASV_728,Cyclophyllidea,Hymenolepis_diminuta,,Hymenolepis_diminuta,5,728,Y
ASV_4364,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,4364,Y
ASV_969,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,11,969,Y
ASV_9762,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,9762,Y
ASV_7310,Oxyurida,Syphacia_muris,,Syphacia,1,7310,Y
ASV_5509,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5509,Y
ASV_733,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,7,733,Y
ASV_5540,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5540,Y
ASV_7359,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,7359,Y
ASV_1078,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,1078,Y
ASV_7361,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,7361,Y
ASV_1105,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,1105,Y
ASV_5632,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5632,Y
ASV_7168,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7168,Y
ASV_7394,Blastocystis,Blastocystis_sp._subtype_14_Cow1,,Blastocystis,1,7394,Y
ASV_253,Trichosporon,Trichosporon,,Trichosporon,19,253,M
ASV_7176,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7176,Y
ASV_7411,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,7411,Y
ASV_7414,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,7414,Y
ASV_742,Balantidium,Neobalantidium_coli,,Neobalantidium_coli,7,742,Y
ASV_12,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,81,12,Y
ASV_743,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,6,743,Y
ASV_5679,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5679,Y
ASV_6254,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,6254,Y
ASV_744,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,14,744,Y
ASV_1468,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,1468,Y
ASV_1514,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,1514,Y
ASV_745,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,9,745,Y
ASV_7032,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,7032,Y
ASV_7180,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7180,Y
ASV_6903,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,6903,Y
ASV_1566,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,4,1566,Y
ASV_1526,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,1526,Y
ASV_7082,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,1,7082,Y
ASV_7386,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7386,Y
ASV_746,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,7,746,Y
ASV_5113,unclassified_Parabasalia,Pentatrichomonas_hominis,,Pentatrichomonas_hominis,1,5113,Y
ASV_7345,unclassified_Parabasalia,Pentatrichomonas_hominis,,Pentatrichomonas_hominis,1,7345,Y
ASV_9121,unclassified_Parabasalia,Pentatrichomonas_hominis,,Pentatrichomonas_hominis,1,9121,Y
ASV_1261,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,1261,Y
ASV_1595,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,1595,Y
ASV_7577,Eimeria,Eimeria,,Eimeria,1,7577,Y
ASV_7519,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7519,Y
ASV_7596,Eimeria,Eimeria,,Eimeria,1,7596,Y
ASV_760,Eimeria,Eimeria_sp._ex_Mastomys_natalensis,,Eimeria,4,760,Y
ASV_14082,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,14082,Y
ASV_752,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,13,752,Y
ASV_761,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,15,761,Y
ASV_3766,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,3766,Y
ASV_7633,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,7633,Y
ASV_7655,Cyclophyllidea,Hymenolepis_diminuta,,Hymenolepis_diminuta,1,7655,Y
ASV_6041,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,1,6041,Y
ASV_77,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,25,77,Y
ASV_161,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,38,161,Y
ASV_774,unclassified_Trichomonadea,Pentatrichomonas_hominis,Pentatrichomonas_hominis,Pentatrichomonas_hominis,1,774,Y
ASV_7617,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7617,Y
ASV_7758,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,7758,Y
ASV_4670,unclassified_Tritrichomonadea,Hypotrichomonas_sanderai,,Hypotrichomonas,1,4670,Y
ASV_3880,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,3880,Y
ASV_1619,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,1619,Y
ASV_7024,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,1,7024,Y
ASV_1678,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,1678,Y
ASV_4735,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,4735,Y
ASV_775,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,15,775,Y
ASV_5930,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,5930,Y
ASV_7856,Blastocystis,Blastocystis_sp._subtype_10_CA6,,Blastocystis,1,7856,Y
ASV_4756,unclassified_Tritrichomonadea,Tritrichomonas_muris,,Tritrichomonas,1,4756,Y
ASV_1684,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,1684,Y
ASV_7900,Eimeria,Eimeria,,Eimeria,1,7900,Y
ASV_6122,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,1,6122,Y
ASV_1799,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,1799,Y
ASV_10221,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,10221,Y
ASV_1908,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,1908,Y
ASV_14022,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,14022,Y
ASV_14081,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,14081,Y
ASV_7825,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7825,Y
ASV_7981,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,7981,Y
ASV_7941,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7941,Y
ASV_1989,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,1989,Y
ASV_8005,Eimeria,Eimeria,,Eimeria,1,8005,Y
ASV_2976,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,2976,Y
ASV_4407,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,4407,Y
ASV_805,Eimeria,Eimeria,,Eimeria,8,805,Y
ASV_4512,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,4512,Y
ASV_5441,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,5441,Y
ASV_8057,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,1,8057,Y
ASV_6116,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,6116,Y
ASV_2005,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,2005,Y
ASV_2093,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,2093,Y
ASV_6832,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,6832,Y
ASV_7987,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,7987,Y
ASV_4950,unclassified_Tritrichomonadea,Tritrichomonas_muris,,Tritrichomonas,1,4950,Y
ASV_693,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,693,Y
ASV_82,Ascaridida,Ascaris_suum_(pig_roundworm),0,Ascaridida,1,82,Y
ASV_2535,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,2535,Y
ASV_7025,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,1,7025,Y
ASV_812,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,9,812,Y
ASV_26,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,67,26,Y
ASV_7385,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,7385,Y
ASV_8550,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,1,8550,Y
ASV_3409,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,3409,Y
ASV_12365,unclassified_Parabasalia,Tetratrichomonas,,Tetratrichomonas,1,12365,Y
ASV_831,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,2,831,Y
ASV_8231,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,8231,Y
ASV_15782,unclassified_Parabasalia,Tetratrichomonas_limacis,,Tetratrichomonas,1,15782,Y
ASV_10849,unclassified_Parabasalia,Trichomitus_batrachorum,,Trichomitus,1,10849,Y
ASV_12349,unclassified_Parabasalia,Trichomitus_batrachorum,,Trichomitus,1,12349,Y
ASV_343,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,19,343,Y
ASV_8376,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,8376,Y
ASV_3376,unclassified_Parabasalia,Trichomitus_batrachorum,,Trichomitus,1,3376,Y
ASV_839,Tritrichomonas,Tritrichomonas_muris,0,Tritrichomonas,6,839,Y
ASV_7027,unclassified_Parabasalia,Trichomitus_batrachorum,,Trichomitus,1,7027,Y
ASV_84,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,44,84,Y
ASV_1578,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,1578,Y
ASV_3538,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,3538,Y
ASV_3657,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,3657,Y
ASV_846,Eimeria,Eimeria,,Eimeria,6,846,Y
ASV_3780,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,3780,Y
ASV_4284,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,4284,Y
ASV_4613,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,4613,Y
ASV_85,Oxyurida,Syphacia_obvelata,,Syphacia,16,85,Y
ASV_8322,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,8322,Y
ASV_853,Blastocystis,Blastocystis_sp._subtype_3,0,Blastocystis,1,853,Y
ASV_5021,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,5021,Y
ASV_5023,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,5023,Y
ASV_405,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,405,Y
ASV_5372,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,5372,Y
ASV_6247,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,6247,Y
ASV_7000,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,7000,Y
ASV_86,Eimeria,Eimeria,,Eimeria,20,86,Y
ASV_463,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,12,463,Y
ASV_4794,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,4794,Y
ASV_54,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,65,54,Y
ASV_7141,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,7141,Y
ASV_8288,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,8288,Y
ASV_868,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Cryptosporidiidae and Eimeriidae,Apicomplexa,7,868,M
ASV_869,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,11,869,Y
ASV_87,Eimeria,Eimeria,,Eimeria,51,87,Y
ASV_556,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,16,556,Y
ASV_780,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,11,780,Y
ASV_879,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,8,879,Y
ASV_6012,unclassified_Tritrichomonadea,Tritrichomonas,,Tritrichomonas,1,6012,Y
ASV_8332,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,8332,Y
ASV_823,Tetratrichomonas,Tetratrichomonas_sp._MANI2,,Tetratrichomonas,12,823,Y
ASV_9254,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,1,9254,Y
ASV_886,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,7,886,Y
ASV_3007,unclassified_Parabasalia,Tritrichomonas_muris,,Tritrichomonas,1,3007,Y
ASV_8888,Echinostomida,Echinostoma_paraensei,,Echinostoma_paraensei,1,8888,Y
ASV_378,Trichosporon,Trichosporon,,Trichosporon,23,378,M
ASV_890,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,5,890,Y
ASV_851,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,6,851,Y
ASV_569,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,11,569,Y
ASV_3846,unclassified_Parabasalia,Tritrichomonas_muris,,Tritrichomonas,1,3846,Y
ASV_5694,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,5694,Y
ASV_7216,unclassified_Pezizomycotina,Incertae_Sedis,Ascomycete_fungi,Fungi,1,7216,N
ASV_7542,unclassified_Pezizomycotina,Trichoderma,Trichoderma,Trichoderma,1,7542,N
ASV_1528,unclassified_SAR,uncultured_eukaryote,Eukaryota,Eukaryota,1,1528,N
ASV_4973,Trichosporon,Trichosporon,,Trichosporon,1,4973,M
ASV_902,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,3,902,Y
ASV_9033,Eimeria,Eimeria,,Eimeria,1,9033,Y
ASV_904,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,904,Y
ASV_2361,unclassified_SAR,uncultured,,Eukaryota,1,2361,N
ASV_9044,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,9044,Y
ASV_9052,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,9052,Y
ASV_4961,unclassified_SAR,uncultured,,Eukaryota,1,4961,N
ASV_2429,Tetratrichomonas,Tetratrichomonas_sp._ZUBR,,Tetratrichomonas,1,2429,Y
ASV_5710,unclassified_SAR,uncultured,,Eukaryota,1,5710,N
ASV_913,Eimeria,Eimeria,,Eimeria,3,913,Y
ASV_6965,unclassified_SAR,Gregarina,,Eukaryota,1,6965,N
